INSTITUTE NAME,PLACE,lat,lng,source
"GOKARAJU RANGARAJU INSTITUTE OF ENGG AND
TECH",MIYAPUR,17.5203481,78.3674233,google
"GURU NANAK INSTITUTIONS TECHNICAL CAMPUS
(AUTONOMOUS)",IBRAHIMPATAN,18.1124372,79.01929969999999,google
"HYDERABAD INST OF TECHNOLOGY AND MGMT
(AUTONOMOUS)",MEDCHAL,17.406498,78.47724389999999,google
"HOLY MARY INSTITUTE OF TECH SCIENCE
(AUTONOMOUS)",KEESARA,17.4871116,78.702028,google
INSTITUTE OF AERONAUTICAL ENGINEERING,DUNDIGAL,18.1124372,79.01929969999999,google
"INDUR INSTITUTE OF ENGINEERING AND
TECHNOLOGY",SIDDIPET,18.1124372,79.01929969999999,google
"SRI INDU INSTITUTE OF ENGINEERING AND
TECHNOLOGY (AUTONOMOUS)",IBRAHIMPATAN,17.210076,78.611913,google
"SRI INDU COLLEGE OF ENGG AND TECHNOLOGY
(AUTONOMOUS)",IBRAHIMPATAN,18.1124372,79.01929969999999,google
JANGOAN INSTITUTE OF PHARMACEUTICAL SCIS,JANGAON,17.6600471,79.29021329999999,google
JAYAMUKHI INSTITUTE OF TECHNOLOGY AND SCIS,NARSAMPET,17.8982044,79.8751836,google
"J B INSTITUTE OF ENGG AND TECHNOLOGY
(AUTONOMOUS)",YENKAPALLY,18.1124372,79.01929969999999,google
"JYOTHISHMATHI INSTITUTE OF TECHNOLOGY AND
SCI",KARIMNAGAR,18.349974,79.16037829999999,google
"JNTUH UNIVERSITY COLLEGE OF ENGINEERING
JAGITIAL",JAGITIAL,18.7517331,78.74762079999999,google
"JNAFAU SCHOOL OF PLANNING AND ARCH - SELF
FINANCE",MASABTANK,17.4031798,78.455983,google
JNTUH UNIVERSITY COLLEGE OF ENGG  HYDERABAD,HYDERABAD,17.4932682,78.3913929,google
"JNTUH UNIVERSITY COLLEGE OF ENGG -5 YEAR
INTEGRATED MTECH  SELF FINANCE",KUKATPALLY,18.1124372,79.01929969999999,google
JNTUH UNIVERSITY COLLEGE OF ENGG  MANTHANI,MANTHANI,18.6507035,79.6681065,google
JNTUH COLLEGE OF PHAMACY SULTANPUR,Sultanpur,17.4932682,78.3913929,google
"JNTUH UNIVERSITY COLLEGE OF ENGINEERING
RAJANNA SIRCILLA",AGRAHARAM RAJANNA\r\nSIRCILLA,18.665003,78.907732,google
"JNTUH UNIVERSITY COLLEGE OF ENGINEERING
SULTANPUR",SULTANPUR,17.7232417,78.0945122,google
"JNTUH UNIVERSITY COLLEGE OF ENGINEERING
SULTANPUR - SELF FINANCE",SULTANPUR,17.7232417,78.0945122,google
"JNTUH UNIVERSITY COLLEGE OF ENGINEERING
WANAPARTHY",NARSINGAYAPALLY\r\nVILLAGE,16.3785636,78.09119009999999,google
JOGINPALLY B R ENGINEERING COLLEGE,YENKAPALLY,17.331312,78.2985286,google
JAYA PRAKASH NARAYAN COLLEGE OF ENGINEERING,MAHABUBNAGAR,16.6989138,77.9405422,google
KSHATRIYA COLLEGE OF ENGINEERING,ARMOOR,18.7895325,78.3283318,google
"KODADA INST OF TECHNOLOGY AND SCIENCE FOR
WOMEN",KODADA,16.9947467,79.9750257,google
"KG REDDY COLLEGE OF ENGG AND TECHNOLOGY
(AUTONOMOUS)",MOINABAD,17.3355063,78.2893036,google
KAKATIYA INSTITUTE OF TECHNOLOGY AND SCI,WARANGAL,18.1124372,79.01929969999999,google
KAKATIYA INST OF TECHNOLOGY SCI FOR WOMEN,NIZAMABAD,18.1124372,79.01929969999999,google
"KLRCOLLEGE OF ENGG AND TECHNOLOGY
PALONCHA",PALONCHA,17.5972083,80.7302078,google
KESHAV MEMORIAL ENGINEERING COLLEGE,KACHWANISINGARAM,17.396838,78.6227339,google
KESHAV MEMORIAL INST OF TECHNOLOGY,NARAYANAGUDA,17.3971519,78.49023439999999,google
KHAMMAM INST OF TECHNOLOGY AND SCIENCE,KHAMMAM,17.2472528,80.1514447,google
KASIREDDY NARAYANAREDDY COLL ENGG RES,HAYATHNAGAR,17.3164182,78.70727289999999,google
"KOMMURI PRATAP REDDY INST OF TECHNOLOGY
(AUTONOMOUS)",GHATKESAR,17.4331809,78.68534679999999,google
SRI KRUPA INSTITUTE OF PHARMACEUTICAL SCIS,KONDAPAK,18.1124372,79.01929969999999,google
KAMALA INSTITUTE OF TECHNOLOGY AND SCIENCE,HUZURABAD,18.1124372,79.01929969999999,google
K U COLLEGE OF ENGG  KOTHAGUDEM,KOTHAGUDEM,17.5809176,80.65764340000001,google
"K U COLLEGE OF ENGG  KOTHAGUDEM - SELF
FINANCE",KOTHAGUDEM,17.5809176,80.65764340000001,google
K U COLLEGE OF PHARMACEUTICAL SCIENCES,WARANGAL,17.0944155,79.7750322,google
"UNIVERSITY COLLEGE OF ENGG AND TECH FOR
WOMEN KU CAMPUS",WARANGAL,18.1124372,79.01929969999999,google
KU COLLEGE OF ENGINEERING  AND TECHNOLOGY,WARANGAL,18.1124372,79.01929969999999,google
"KU COLLEGE OF ENGINEERING  AND TECHNOLOGY -
SELF FINANCE",WARANGAL,18.1124372,79.01929969999999,google
MADHIRA INSTITUTE OF TECHNOLOGY AND SCI,KODAD,16.9181985,80.3633292,google
MADIRA INST OF TECHNOLOGYAND SCI,KODAD,16.9181985,80.3633292,google
MATRUSRI ENGINEERING COLLEGE,HYDERABAD,17.3579983,78.50780379999999,google
"METHODIST COLLEGE OF ENGINEERING AND
TECHNOLOGY (AUTONOMOUS)",ABIDS,17.3917971,78.47855609999999,google
"MEGHA INST OF ENGG AND TECHNOLOGY FOR
WOMEN",GHATKESAR,18.1124372,79.01929969999999,google
MAHATMA GANDHI INSTITUTE OF TECHNOLOGY,GANDIPET,18.1124372,79.01929969999999,google
MGU COLLEGE OF ENGINEERING AND TECHNOLOGY,NALGONDA,18.1124372,79.01929969999999,google
MAHAVEER INSTITUTE OF SCI AND TECHNOLOGY,BANDLAGUDA,18.1124372,79.01929969999999,google
MINA INST OF ENGG AND TECHNOLOGY FOR WOMEN,MIRYALAGUDA,18.1124372,79.01929969999999,google
M L R INSTITUTE OF TECHNOLOGY (AUTONOMOUS),DUNDIGAL,18.1124372,79.01929969999999,google
"MALLA REDDY COLLEGE OF ENGG  TECHNOLOGY
(AUTONOMOUS)",MYSAMMAGUDA,17.5605725,78.456156,google
MARRI LAXMAN REDDY INSTITUTE OF PHARMACY,DUNDIGAL,17.5988597,78.41742049999999,google
"MARRI LAXMAN REDDY INST OF TECHNOLOGY AND
MANAGEMENT (AUTONOMOUS)",DUNDIGAL,17.5988597,78.41742049999999,google
MALLA REDDY INSTITUTE OF TECHNOLOGY,MAISAMMAGUDA,18.1124372,79.01929969999999,google
MNRCOLLEGE OF ENGINEERING AND TECHNOLOGY,SANGAREDDY,17.6182797,78.1236854,google
"MOTHER TERESA INSTITUTE OF SCI AND
TECHNOLOGY",SATHUPALLY,18.1124372,79.01929969999999,google
MALLA REDDY COLLEGE OF ENGINEERING,MYSAMMAGUDA,17.5589622,78.4510912,google
MALLA REDDY COLLEGE OF PHARMACY,MAISAMMAGUDA,17.5573695,78.4539707,google
"MALLA REDDY ENGG COLLEGE FOR WOMEN
(AUTONOMOUS)",MAISAMMAGUDA,17.5601893,78.44945129999999,google
"MALLAREDDY ENGINEERING COLLEGE
(AUTONOMOUS)",MAISAMMAGUDA,17.5589622,78.4510912,google
"MALLA REDDY ENGINEERING COLLEGE AND
MANAGEMENT SCIENCES",MEDCHAL,17.632941,78.5059599,google
"MALLAREDDY INST OF ENGG AND TECHNOLOGY
(AUTONOMOUS)",MAISAMMAGUDA,18.1124372,79.01929969999999,google
"MALLA REDDY COLLEGE OF ENGINEERING FOR
WOMEN",MAISAMMAGUDA,17.5601893,78.44945129999999,google
MALLAREDDY INST OF TECHNOLOGY AND SCI,MAISAMMAGUDA,16.7902795,79.9597366,google
"ST MARTINS ENGINEERING COLLEGE
(AUTONOMOUS)",DHULAPALLY,17.5050133,78.3050693,google
"MOTHER THERESA COLLEGE OF ENGG AND
TECHNOLOGY",PEDDAPALLY,18.1124372,79.01929969999999,google
M V S R ENGINEERING COLLEGE (AUTONOMOUS),NADERGUL,17.2817706,78.5378417,google
NEIL GOGTE INST OF TECHNOLOGY,KACHIVANI SINGARAM,17.3953296,78.62248579999999,google
"NETAJI INSTITUTE OF ENGINEERING AND
TECHNOLOGY",CHOUTUPPAL,18.1124372,79.01929969999999,google
"NALLA NARASIMHA REDDY EDNL SOC GRP OF
INSTNS (AUTONOMOUS)",GHATKESAR,17.4021327,78.6530472,google
"NARSIMHAREDDY ENGINEERING COLLEGE
(AUTONOMOUS)",MAISAMMAGUDA,17.5626591,78.4561014,google
"NALLAMALLA REDDY ENGINEERING COLLEGE
(AUTONOMOUS)",GHATKESAR,17.4057818,78.62154129999999,google
O U COLLEGE OF ENGG  HYDERABAD,HYDERABAD,17.4068029,78.5185352,google
O U COLLEGE OF ENGG  HYDERABAD - SELF FINANCE,HYDERABAD,17.4068029,78.5185352,google
O U COLLEGE OF TECH  HYDERABAD,HYDERABAD,17.4103832,78.5282695,google
O U COLLEGE OF TECH  HYDERABAD  - SELF FINANCE,HYDERABAD,17.4103832,78.5282695,google
PRINCETON INST OF ENGG TECH FOR WOMEN,GHATKESAR,18.1124372,79.01929969999999,google
"PRIYADARSHINI INSTITUTE OF SCIENCE &
TECHNOLOGY FOR WOMEN",KHAMMAM,18.1124372,79.01929969999999,google
RISHI MS INST OF ENGG AND TECH FOR WOMEN,KUKATPALLY,17.5005205,78.390804,google
SAI SPURTI INSTITUTE OF TECHNOLOGY,SATHUPALLY,17.1970619,80.8998026,google
"SWARNA BHARATHI INSTITUTE OF SCI AND
TECHNOLOGY",KHAMMAM,18.1124372,79.01929969999999,google
SURABHI DAYAKAR RAO COLLEGE OF PHARMACY,GAJWEL,17.8477035,78.7218968,google
"SREE DATTHA INSTITUTE OF ENGINEERING AND
SCIENCE",IBRAHIMPATAN,17.2089755,78.6229613,google
"SRIDEVI WOMENS ENGINEERING COLLEGE
AUTONOMOUS",GANDIPET,17.4244988,78.2951293,google
SIDDHARTHA INSTT OF ENGG AND TECHNOLOGY,IBRAHIMPATAN,17.2093467,78.66597209999999,google
SIDDHARTHA INSTT OF TECHNOLOGY AND SCIENCES,GHATKESAR,18.1124372,79.01929969999999,google
SAMSKRUTHI COLLEGE OF ENGG AND TECHNOLOGY,GHATKESAR,18.1124372,79.01929969999999,google
SRINIDHI INSTITUTE OF SCI AND TECHNOLOGY,GHATKESAR,18.1124372,79.01929969999999,google
SCIENT INSTITUTE OF TECHNOLOGY,IBRAHIMPATAN,17.1743713,78.6598295,google
ST PETERS ENGINEERING COLLEGE (AUTONOMOUS),MEDCHAL,17.5659436,78.4512098,google
SPHOORTHY ENGINEERING COLLEGE,NADERGUL,17.282012,78.553765,google
"SR UNIVERSITY ( FORMERLY S R ENGINEERING
COLLEGE)",HASANPARTHY,18.0897978,79.468091,google
"SUMATHI REDDY INST OF TECHNOLOGY FOR
WOMEN",HASANPARTHY,18.1124372,79.01929969999999,google
"SREYAS INST OF ENGG AND TECHNOLOGY
(AUTONOMOUS)",NAGOLE,17.3544322,78.5935421,google
"STANLEY COLLEGE OF ENGG AND TECHNOLOGY FOR
WOMEN (AUTONOMOUS)",ABIDS,17.3964905,78.4730364,google
SRI VENKATESWARA ENGINEERING COLLEGE,SURYAPETA,17.1437522,79.6016846,google
SWAMI VIVEKANANDA INST OF TECHNOLOGY,SECUNDERABAD,17.49131,78.401134,google
SVS GRP OF INSTNS - SVS INST OF TECH,HANAMKONDA,18.1124372,79.01929969999999,google
"TRINITY COLLEGE OF ENGINEERING AND
TECHNOLOGY",PEDDAPALLY,18.1124372,79.01929969999999,google
"TRINITY COLLEGE OF ENGINEERING AND
TECHNOLOGY",KARIMNAGAR,18.1124372,79.01929969999999,google
"TEEGALA KRISHNA REDDY ENGINEERING COLLEGE
(AUTONOMOUS)",MIRPET,17.323329,78.535657,google
"T K R COLLEGE OF ENGG AND TECHNOLOGY
(AUTONOMOUS)",MIRPET,18.1124372,79.01929969999999,google
TALLA PADMAVATHI COLL OF ENGINEERING,KAZIPET,17.9917044,79.49292229999999,google
VAAGDEVI COLLEGE OF ENGINEERING,WARANGAL,17.8901225,79.5998924,google
VASAVI COLLEGE OF ENGINEERING,HYDERABAD,17.3805194,78.3825521,google
VIGNANA BHARATHI ENGINEERING COLLEGE,IBRAHIMPATAN,17.4705097,78.72144349999999,google
"VIGNAN BHARATI INSTITUTE OF TECHNOLOGY
(AUTONOMOUS)",GHATKESAR,18.1124372,79.01929969999999,google
VISWESWARAYA COLL OF ENGG AND TECHNOLOGY,IBRAHIMPATAN,17.0944155,79.7750322,google
VIGNAN INSTITUTE OF TECHNOLOGY AND SCI,DESHMUKHI,18.1124372,79.01929969999999,google
VAAGESHWARI COLL OF ENGINEERING,KARIMNAGAR,18.3508297,79.16330459999999,google
VATHSALYA INSTITUTE OF SCI AND TECHNOLOGY,BHONGIR,18.1124372,79.01929969999999,google
"SRI VISHWESWARAYA INST OF TECHNOLOGY AND
SCI",MAHABUBNAGAR,18.1124372,79.01929969999999,google
"V N R VIGNANA JYOTHI INSTITUTE OF ENGG AND
TECH",BACHUPALLY,17.5387593,78.38540259999999,google
"VIDYAJYOTHI INSTITUTE OF TECHNOLOGY
AUTONOMOUS",MOINABAD,18.1124372,79.01929969999999,google
VARDHAMAN COLLEGE OF ENGINEERING,SHAMSHABAD,17.2544043,78.3074687,google
"VIGNANS INST OF MANAGEMENT AND TECH FOR
WOMEN",GHATKESAR,17.4769029,78.6918712,google
VIJAYA RURAL ENGINEERING COLLEGE,NIZAMABAD,18.7251192,78.14774320000001,google
VIVEKANANDA INSTT OF TECH AND SCI  BOMMAKAL,KARIMNAGAR,18.4454527,79.163319,google
CSI WESLEY INST OF TECHNOLOGY AND SCIENCES,SECUNDERABAD,17.4404508,78.4866352,google
WARANGAL INST OF TECHNOLOGY SCIENCE,WARANGAL,17.9692624,79.59263039999999,google
JNTUH UNIVERSITY COLLEGE OF ENGG SCI AND TECH HYDERABAD,HYDERABAD,17.4932682,78.3913929,google
CHAITANYA BHARATHI INSTITUTE OF TECHNOLOGY,GANDIPET,18.1124372,79.01929969999999,google
V N R VIGNANA JYOTHI INSTITUTE OF ENGG AND TECH,BACHUPALLY,17.5387593,78.38540259999999,google
O U COLLEGE OF ENGG  HYDERABAD,HYDERABAD,17.4068029,78.5185352,google
VASAVI COLLEGE OF ENGINEERING,HYDERABAD,17.3805194,78.3825521,google
GOKARAJU RANGARAJU INSTITUTE OF ENGG AND TECH,BACHUPALLY,17.5203481,78.3674233,google
JNTUH UNIVERSITY COLLEGE OF ENGG SCI AND TECH  -5 YEAR INTEGRATED MTECH  SELF FINANCE,KUKATPALLY,17.0944155,79.7750322,google
KESHAV MEMORIAL INST OF TECHNOLOGY,NARAYANAGUDA,17.3971519,78.49023439999999,google
CVR COLLEGE OF ENGINEERING,IBRAHIMPATAN,17.1965553,78.596087,google
M V S R ENGINEERING COLLEGE (AUTONOMOUS),NADERGUL,17.2817706,78.5378417,google
MAHATMA GANDHI INSTITUTE OF TECHNOLOGY (AUTONOMOUS),GANDIPET,18.1124372,79.01929969999999,google
B V RAJU INSTITUTE OF TECHNOLOGY,NARSAPUR,18.1124372,79.01929969999999,google
SRINIDHI INSTITUTE OF SCI AND TECHNOLOGY,GHATKESAR,18.1124372,79.01929969999999,google
VARDHAMAN COLLEGE OF ENGINEERING,SHAMSHABAD,17.2544043,78.3074687,google
ANURAG UNIVERSITY (FORMERLY ANURAG GRP OF INSTNS- CVSR COLL OF ENGG),GHATKESAR,17.4198816,78.65534490000002,google
JNTUH UNIVERSITY COLLEGE OF ENGINEERING  JAGITIAL (AUTONOMOUS),JAGITIAL,18.7517331,78.74762079999999,google
KAKATIYA INSTITUTE OF TECHNOLOGY AND SCI,WARANGAL,18.1124372,79.01929969999999,google
NEIL GOGTE INST OF TECHNOLOGY,KACHIVANI SINGARAM,17.3953296,78.62248579999999,google
C M R COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),KANDLAKOYA,18.1124372,79.01929969999999,google
INSTITUTE OF AERONAUTICAL ENGINEERING,DUNDIGAL,18.1124372,79.01929969999999,google
JNTUH UNIVERSITY COLLEGE OF ENGINEERING  SULTANPUR,SULTANPUR,17.7232417,78.0945122,google
BHASKAR ENGINEERING COLLEGE,YENKAPALLY,17.330311,78.296791,google
KESHAV MEMORIAL ENGINEERING COLLEGE,KACHWANISINGARAM,17.396838,78.6227339,google
MATRUSRI ENGINEERING COLLEGE ( AUTONOMOUS),HYDERABAD,17.3579983,78.50780379999999,google
SR UNIVERSITY ( FORMERLY S R ENGINEERING COLLEGE) ,HASANPARTHY,18.0897978,79.468091,google
VIDYAJYOTHI INSTITUTE OF TECHNOLOGY AUTONOMOUS,MOINABAD,18.1124372,79.01929969999999,google
M L R INSTITUTE OF TECHNOLOGY (AUTONOMOUS),DUNDIGAL,18.1124372,79.01929969999999,google
GEETANJALI COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),KEESARA,18.1124372,79.01929969999999,google
MALLAREDDY ENGINEERING COLLEGE (AUTONOMOUS),MAISAMMAGUDA,17.5589622,78.4510912,google
GURUNANAK INST OF TECHNOLOGY (AUTONOMOUS),IBRAHIMPATAN,18.1124372,79.01929969999999,google
KU COLLEGE OF ENGINEERING  AND TECHNOLOGY,WARANGAL,18.1124372,79.01929969999999,google
JNTUH UNIVERSITY COLLEGE OF ENGINEERING RAJANNA SIRCILLA,AGRAHARAM RAJANNA SIRCILLA,18.665003,78.907732,google
JNTUH UNIVERSITY COLLEGE OF ENGG  MANTHANI,MANTHANI,18.6507035,79.6681065,google
CMR TECHNICAL CAMPUS (AUTONOMOUS),KANDLAKOYA,17.5971392,78.4864977,google
CMR INSTITUTE OF TECHNOLOGY (AUTONOMOUS),KANDLAKOYA,18.1124372,79.01929969999999,google
KESHAV MEMORIAL COLLEGE OF ENGINEERING,IBRAHIMPATAN,17.225347,78.6065172,google
K U COLLEGE OF ENGG  KOTHAGUDEM - SELF FINANCE,KOTHAGUDEM,17.5809176,80.65764340000001,google
VIGNAN BHARATI INSTITUTE OF TECHNOLOGY (AUTONOMOUS),GHATKESAR,18.1124372,79.01929969999999,google
A C E ENGINEERING COLLEGE (AUTONOMOUS),GHATKESAR,17.4379222,78.7161163,google
GURU NANAK INSTITUTIONS TECHNICAL CAMPUS (AUTONOMOUS),IBRAHIMPATAN,18.1124372,79.01929969999999,google
VISWESWARAYA COLL OF ENGG AND TECHNOLOGY,IBRAHIMPATAN,17.0944155,79.7750322,google
MARRI LAXMAN REDDY INST OF TECHNOLOGY AND MANAGEMENT (AUTONOMOUS),DUNDIGAL,17.5988597,78.41742049999999,google
MALLA REDDY COLLEGE OF ENGG  TECHNOLOGY (AUTONOMOUS),MYSAMMAGUDA,17.5605725,78.456156,google
J B INSTITUTE OF ENGG AND TECHNOLOGY (AUTONOMOUS),YENKAPALLY,18.1124372,79.01929969999999,google
JNTUH UNIVERSITY COLLEGE OF ENGINEERING WANAPARTHY,NARSINGAYAPALLY VILLAGE,16.3785636,78.09119009999999,google
ELLENKI COLLGE OF ENGG AND TECHNOLOGY,PATANCHERU,17.5462498,78.28339299999999,google
MAHAVEER INSTITUTE OF SCI AND TECHNOLOGY,BANDLAGUDA,18.1124372,79.01929969999999,google
SWAMI VIVEKANANDA INST OF TECHNOLOGY,SECUNDERABAD,17.49131,78.401134,google
SRI INDU COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),IBRAHIMPATAN,18.1124372,79.01929969999999,google
SREYAS INST OF ENGG AND TECHNOLOGY (AUTONOMOUS),NAGOLE,17.3544322,78.5935421,google
T K R COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),MIRPET,18.1124372,79.01929969999999,google
VAAGDEVI COLLEGE OF ENGINEERING (AUTONOMOUS),WARANGAL,17.8901225,79.5998924,google
VIGNAN INSTITUTE OF TECHNOLOGY AND SCI (AUTONOMOUS),DESHMUKHI,18.1124372,79.01929969999999,google
ST MARTINS ENGINEERING COLLEGE (AUTONOMOUS),DHULAPALLY,17.5050133,78.3050693,google
HYDERABAD INST OF TECHNOLOGY AND MGMT (AUTONOMOUS),MEDCHAL,17.406498,78.47724389999999,google
MALLAREDDY INST OF TECHNOLOGY AND SCI (AUTONOMOUS),MAISAMMAGUDA,16.7902795,79.9597366,google
CMR ENGG COLLEGE (AUTONOMOUS),KANDLAKOYA,17.6017965,78.4875405,google
O U COLLEGE OF TECH  HYDERABAD,HYDERABAD,17.4103832,78.5282695,google
NALLA NARASIMHA REDDY EDNL SOC GRP OF INSTNS (AUTONOMOUS),GHATKESAR,17.4021327,78.6530472,google
AVANTHIS SCIENTIFIC TECH AND RESEARCH ACADEMY,HAYATHNAGAR,18.1124372,79.01929969999999,google
AAR MAHAVEER ENGINEERING COLLEGE,BANDLAGUDA,17.308195,78.45666,google
JAYA PRAKASH NARAYAN COLLEGE OF ENGINEERING,MAHABUBNAGAR,16.6989138,77.9405422,google
NALLAMALLA REDDY ENGINEERING COLLEGE (AUTONOMOUS),GHATKESAR,17.4057818,78.62154129999999,google
SRI INDU INSTITUTE OF ENGINEERING AND TECHNOLOGY (AUTONOMOUS),IBRAHIMPATAN,17.210076,78.611913,google
MALLA REDDY COLLEGE OF ENGINEERING,MYSAMMAGUDA,17.5589622,78.4510912,google
METHODIST COLLEGE OF ENGINEERING AND TECHNOLOGY (AUTONOMOUS),ABIDS,17.3917971,78.47855609999999,google
BALAJI INSTITUTE OF TECHNOLOGY AND SCI (AUTONOMOUS),NARSAMPET,18.1124372,79.01929969999999,google
KHAMMAM INST OF TECHNOLOGY AND SCIENCE,KHAMMAM,17.2472528,80.1514447,google
MALLA REDDY ENGINEERING COLLEGE AND MANAGEMENT SCIENCES,MEDCHAL,17.632941,78.5059599,google
WARANGAL INST OF TECHNOLOGY SCIENCE,WARANGAL,17.9692624,79.59263039999999,google
ANURAG ENGINEERING COLLEGE AUTONOMOUS,KODAD,17.0396998,79.97782769999999,google
SIDDHARTHA INSTT OF ENGG AND TECHNOLOGY (AUTONOMOUS),IBRAHIMPATAN,17.2093467,78.66597209999999,google
KASIREDDY NARAYANAREDDY COLL ENGG RES,HAYATHNAGAR,17.3164182,78.70727289999999,google
NARSIMHAREDDY ENGINEERING COLLEGE (AUTONOMOUS),MAISAMMAGUDA,17.5626591,78.4561014,google
SIDDHARTHA INSTT OF TECHNOLOGY AND SCIENCES (AUTONOMOUS),GHATKESAR,18.1124372,79.01929969999999,google
KG REDDY COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),MOINABAD,17.3355063,78.2893036,google
PALLAVI ENGINEERING COLLEGE,KUNTLOOR,17.3497904,78.6090651,google
HOLY MARY INSTITUTE OF TECH SCIENCE (AUTONOMOUS),KEESARA,17.4871116,78.702028,google
MOTHER THERESA COLLEGE OF ENGG AND TECHNOLOGY,PEDDAPALLY,18.1124372,79.01929969999999,google
GLOBAL INST OF ENGINEERING AND TECHNOLOGY,CHILKUR,18.1124372,79.01929969999999,google
D R K COLLEGE OF ENGINEERING AND TECHNOLOGY,BOWRAMPET,17.5495823,78.4006631,google
SCIENT INSTITUTE OF TECHNOLOGY,IBRAHIMPATAN,17.1743713,78.6598295,google
TEEGALA KRISHNA REDDY ENGINEERING COLLEGE (AUTONOMOUS),MIRPET,17.323329,78.535657,google
SPHOORTHY ENGINEERING COLLEGE,NADERGUL,17.282012,78.553765,google
BRILLIANT GRAMMER SCHOOL EDNL SOC GRP OF INSTNS,HAYATHNAGAR,18.1124372,79.01929969999999,google
K U COLLEGE OF ENGG  KOTHAGUDEM,KOTHAGUDEM,17.5809176,80.65764340000001,google
KAMALA INSTITUTE OF TECHNOLOGY AND SCIENCE,HUZURABAD,18.1124372,79.01929969999999,google
AVN INST OF ENGG TECHNOLOGY (AUTONOMOUS),IBRAHIMPATAN,17.2458342,78.6204028,google
ARJUN COLLEGE OF TECHNOLOGY AND SCIENCE,BATASINGARAM,18.1124372,79.01929969999999,google
COLLEGE OF AGRICULTURAL ENGG,SANGAREDDY,17.586239,78.1269911,google
TRINITY COLLEGE OF ENGINEERING AND TECHNOLOGY,PEDDAPALLY,18.1124372,79.01929969999999,google
AVANTHI INST OF ENGG AND TECHNOLOGY,HAYATHNAGAR,18.1124372,79.01929969999999,google
BHARAT INSTITUTE OF ENGG AND TECHNOLOGY,IBRAHIMPATNAM,18.1124372,79.01929969999999,google
SRI VENKATESWARA ENGINEERING COLLEGE,SURYAPETA,17.1437522,79.6016846,google
AURORAS SCIENTIFIC AND TECHNOLOGICAL INSTITUTE,GHATKESAR,18.1124372,79.01929969999999,google
ST PETERS ENGINEERING COLLEGE (AUTONOMOUS),MEDCHAL,17.5659436,78.4512098,google
JOGINPALLY B R ENGINEERING COLLEGE (AUTONOMOUS),YENKAPALLY,17.331312,78.2985286,google
O U COLLEGE OF TECH  HYDERABAD  - SELF FINANCE,HYDERABAD,17.4103832,78.5282695,google
SRI CHAITANYA TECHNICAL CAMPUS,IBRAHIMPATAN,17.207599,78.608283,google
VAGDEVI ENGINEERING COLLEGE  (AUTONOMOUS),WARANGAL,17.8901225,79.5998924,google
KSHATRIYA COLLEGE OF ENGINEERING,ARMOOR,18.7895325,78.3283318,google
JYOTHISHMATHI INSTITUTE OF TECHNOLOGY AND SCI (AUTONOMOUS),KARIMNAGAR,18.349974,79.16037829999999,google
SREE DATTHA GRP OF INSTNS,IBRAHIMPATAN,17.2098131,78.6234711,google
KOMMURI PRATAP REDDY INST OF TECHNOLOGY  (AUTONOMOUS),GHATKESAR,17.4331809,78.68534679999999,google
SVS GRP OF INSTNS - SVS INST OF TECH,HANAMKONDA,18.1124372,79.01929969999999,google
SREE DATTHA INSTITUTE OF ENGINEERING AND SCIENCE (AUTONOMOUS),IBRAHIMPATAN,17.2089755,78.6229613,google
ANNAMACHARYA INST OF TECHNOLOGY AND SCI,HAYATHNAGAR,17.3076718,78.7366026,google
SRI VISHWESWARAYA INST OF TECHNOLOGY AND SCI,MAHABUBNAGAR,18.1124372,79.01929969999999,google
MNRCOLLEGE OF ENGINEERING AND TECHNOLOGY,SANGAREDDY,17.6182797,78.1236854,google
MGU COLLEGE OF ENGINEERING AND TECHNOLOGY ,NALGONDA,18.1124372,79.01929969999999,google
SWARNA BHARATHI INSTITUTE OF SCI AND TECHNOLOGY,KHAMMAM,18.1124372,79.01929969999999,google
ANU BOSE INSTT OF TECHNOLOGY,PALONCHA,17.6110613,80.6886876,google
VIJAYA ENGINEERING COLLEGE,KHAMMAM,17.2336979,80.239254,google
ABDULKALAM INST OF TECHNOLOGY AND SCI,KOTHAGUDEM,18.1124372,79.01929969999999,google
VIJAYA RURAL ENGINEERING COLLEGE,NIZAMABAD,18.7251192,78.14774320000001,google
KLRCOLLEGE OF ENGG AND TECHNOLOGY PALONCHA,PALONCHA,17.5972083,80.7302078,google
SAMSKRUTHI COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),GHATKESAR,18.1124372,79.01929969999999,google
TRINITY COLLEGE OF ENGINEERING AND TECHNOLOGY,KARIMNAGAR,18.1124372,79.01929969999999,google
VAAGESHWARI COLL OF ENGINEERING,KARIMNAGAR,18.3508297,79.16330459999999,google
BRILLIANT INSTT OF ENGG AND TECHNOLOGY,HAYATHNAGAR,18.1124372,79.01929969999999,google
JNAFAU SCHOOL OF PLANNING AND ARCH - SELF FINANCE,MASABTANK,17.4031798,78.455983,google
JAYAMUKHI INSTITUTE OF TECHNOLOGY AND SCIS  (AUTONOMOUS),NARSAMPET,17.8982044,79.8751836,google
