Inst Code,INSTITUTE NAME,Place,Dist Code,COED,COLLEGE TYPE,YEAR OF ESTB,BRANCH CODE,Branch Name,OC BOYS,OC GIRLS,BC_A BOYS,BC_A GIRLS,BC_B BOYS,BC_B GIRLS,BC_C BOYS,BC_C GIRLS,BC_D BOYS,BC_D GIRLS,BC_E BOYS,BC_E GIRLS,SC BOYS,SC GIRLS,ST BOYS,ST GIRLS,EWS GEN OU,EWS GIRLS OU,TUITION FEE,AFFILIATED
JNTH,JNTUH UNIVERSITY COLLEGE OF ENGG SCI AND TECH HYDERABAD,HYDERABAD,MDL,COED,UNIV,1965,CSE,COMPUTER SCIENCE AND ENGINEERING,1594.0,1738,4274.0,5698,2051.0,2051,1594.0,1738,2885.0,2885,2365.0,2365,8611.0,10302,8653.0,8653,2525.0,2525,50000,JNTUH
CBIT,CHAITANYA BHARATHI INSTITUTE OF TECHNOLOGY,GANDIPET,RR,COED,PVT,1979,CSE,COMPUTER SCIENCE AND ENGINEERING,2447.0,2796,4952.0,6333,3126.0,3126,10181.0,10181,3448.0,3448,4250.0,5447,12557.0,12557,13533.0,16759,2447.0,3023,140000,OU
VJEC,V N R VIGNANA JYOTHI INSTITUTE OF ENGG AND TECH,BACHUPALLY,MDL,COED,PVT,1995,CSE,COMPUTER SCIENCE AND ENGINEERING,2459.0,2459,5228.0,5335,3177.0,3727,5242.0,12361,3698.0,4232,4798.0,4924,12440.0,13734,16747.0,18382,2507.0,2507,135000,JNTUH
JNTH,JNTUH UNIVERSITY COLLEGE OF ENGG SCI AND TECH HYDERABAD,HYDERABAD,MDL,COED,UNIV,1965,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),2486.0,2623,6366.0,6366,3158.0,3901,2486.0,2623,3716.0,4556,6244.0,6244,12704.0,12704,10690.0,10690,3189.0,3189,100000,JNTUH
CBIT,CHAITANYA BHARATHI INSTITUTE OF TECHNOLOGY,GANDIPET,RR,COED,PVT,1979,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),2550.0,3000,5589.0,5589,3197.0,3883,2550.0,3000,2847.0,4716,4601.0,4601,15207.0,15207,16084.0,16084,2952.0,3741,140000,OU
OUCE,O U COLLEGE OF ENGG  HYDERABAD,HYDERABAD,HYD,COED,UNIV,1925,CSE,COMPUTER SCIENCE AND ENGINEERING,3116.0,3279,7684.0,7684,3545.0,5276,5687.0,5687,4151.0,5403,4306.0,4306,10042.0,10042,13470.0,15042,3367.0,3447,50000,OU
VJEC,V N R VIGNANA JYOTHI INSTITUTE OF ENGG AND TECH,BACHUPALLY,MDL,COED,PVT,1995,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),3188.0,3234,6572.0,6646,4120.0,4704,7259.0,7259,5593.0,5593,5294.0,12793,16688.0,18233,21884.0,23695,3188.0,3234,135000,JNTUH
VASV,VASAVI COLLEGE OF ENGINEERING,HYDERABAD,HYD,COED,PVT,1981,CSE,COMPUTER SCIENCE AND ENGINEERING,3207.0,3341,8620.0,11354,4782.0,4782,12034.0,12034,4502.0,5691,6508.0,6916,17333.0,20957,17781.0,27323,3207.0,3458,140000,OU
JNTH,JNTUH UNIVERSITY COLLEGE OF ENGG SCI AND TECH HYDERABAD,HYDERABAD,MDL,COED,UNIV,1965,CSC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),3281.0,4080,7945.0,12316,5957.0,6989,3281.0,10576,6469.0,10107,8377.0,9033,13372.0,13372,13388.0,18188,4213.0,5805,100000,JNTUH
JNTH,JNTUH UNIVERSITY COLLEGE OF ENGG SCI AND TECH HYDERABAD,HYDERABAD,MDL,COED,UNIV,1965,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,3651.0,6307,12520.0,12520,7340.0,7523,5143.0,6307,5937.0,6307,4791.0,6307,16857.0,16857,12169.0,16057,6263.0,6307,50000,JNTUH
CBIT,CHAITANYA BHARATHI INSTITUTE OF TECHNOLOGY,GANDIPET,RR,COED,PVT,1979,AIM,ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING,3815.0,3815,7888.0,12714,5486.0,9162,23320.0,23320,6049.0,6674,4796.0,4796,19819.0,23483,22562.0,22634,4880.0,4880,140000,OU
VASV,VASAVI COLLEGE OF ENGINEERING,HYDERABAD,HYD,COED,PVT,1981,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),3824.0,3904,7828.0,13128,5142.0,6064,3824.0,3904,5981.0,5981,3824.0,8084,18796.0,21810,26917.0,26917,3866.0,4866,140000,OU
VJEC,V N R VIGNANA JYOTHI INSTITUTE OF ENGG AND TECH,BACHUPALLY,MDL,COED,PVT,1995,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),4048.0,4264,8732.0,10062,5561.0,5905,15906.0,15906,6289.0,6289,8448.0,13934,22797.0,23956,27096.0,27096,4125.0,4386,135000,JNTUH
VJEC,V N R VIGNANA JYOTHI INSTITUTE OF ENGG AND TECH,BACHUPALLY,MDL,COED,PVT,1995,AID,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,4233.0,4233,9205.0,14071,8627.0,8627,39848.0,39848,5634.0,7854,10380.0,11697,23707.0,23707,22874.0,31449,4233.0,4877,135000,JNTUH
CBIT,CHAITANYA BHARATHI INSTITUTE OF TECHNOLOGY,GANDIPET,RR,COED,PVT,1979,CIC,CSE (IoT AND CYBER SECURITY INCLUDING BLOCK CHAIN TECHNOLOGY),4275.0,5118,9884.0,13224,5573.0,7398,4275.0,28082,7007.0,8549,4275.0,11304,20497.0,20497,27849.0,27849,4275.0,5118,140000,OU
CBIT,CHAITANYA BHARATHI INSTITUTE OF TECHNOLOGY,GANDIPET,RR,COED,PVT,1979,AID,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,4333.0,5399,13872.0,13872,6936.0,11274,4333.0,5399,5595.0,8059,8168.0,8168,22005.0,23121,23734.0,36206,4720.0,5819,140000,OU
VJEC,V N R VIGNANA JYOTHI INSTITUTE OF ENGG AND TECH,BACHUPALLY,MDL,COED,PVT,1995,CSC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),4384.0,4525,9328.0,15569,6614.0,6614,30531.0,30531,6829.0,6905,9758.0,14130,23218.0,23218,26508.0,26508,4738.0,4824,135000,JNTUH
CBIT,CHAITANYA BHARATHI INSTITUTE OF TECHNOLOGY,GANDIPET,RR,COED,PVT,1979,INF,INFORMATION TECHNOLOGY,4441.0,5410,10834.0,13524,7564.0,9792,22657.0,22657,6328.0,6328,6682.0,12200,27603.0,27603,25309.0,34266,4856.0,5410,140000,OU
VJEC,V N R VIGNANA JYOTHI INSTITUTE OF ENGG AND TECH,BACHUPALLY,MDL,COED,PVT,1995,CSO,COMPUTER SCIENCE AND ENGINEERING (IOT),4696.0,4696,15445.0,21645,7952.0,10624,4696.0,4696,8364.0,8364,10874.0,10874,31796.0,37517,37047.0,46728,5205.0,5519,135000,JNTUH
OUCE,O U COLLEGE OF ENGG  HYDERABAD,HYDERABAD,HYD,COED,UNIV,1925,AIM,ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING,4781.0,5477,9532.0,9532,6818.0,6818,4781.0,19380,9131.0,11458,7327.0,15155,16717.0,16888,18880.0,23419,5188.0,6071,120000,OU
VJEC,V N R VIGNANA JYOTHI INSTITUTE OF ENGG AND TECH,BACHUPALLY,MDL,COED,PVT,1995,INF,INFORMATION TECHNOLOGY,4918.0,5839,16089.0,16089,7804.0,7804,32694.0,32694,7861.0,7861,8216.0,14499,31363.0,31363,34894.0,37544,4918.0,5980,135000,JNTUH
VJEC,V N R VIGNANA JYOTHI INSTITUTE OF ENGG AND TECH,BACHUPALLY,MDL,COED,PVT,1995,CSB,COMPUTER SCIENCE AND BUSINESS SYSTEM,5396.0,5722,9146.0,9146,9598.0,9696,5396.0,5722,7910.0,7910,11322.0,11322,25055.0,28898,28921.0,41175,5485.0,6158,135000,JNTUH
OUCE,O U COLLEGE OF ENGG  HYDERABAD,HYDERABAD,HYD,COED,UNIV,1925,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,5480.0,6491,14138.0,14138,9499.0,10845,5480.0,6491,11406.0,11406,5703.0,22326,18333.0,18333,15623.0,18680,8633.0,8633,50000,OU
GRRR,GOKARAJU RANGARAJU INSTITUTE OF ENGG AND TECH,BACHUPALLY,MDL,COED,PVT,1997,CSE,COMPUTER SCIENCE AND ENGINEERING,5555.0,6202,13508.0,15432,9272.0,9272,25132.0,25132,7425.0,9110,9378.0,11614,24378.0,29500,28608.0,38359,5565.0,6534,130000,JNTUH
VASV,VASAVI COLLEGE OF ENGINEERING,HYDERABAD,HYD,COED,PVT,1981,INF,INFORMATION TECHNOLOGY,5992.0,6157,16029.0,16882,9134.0,12422,39673.0,39673,8213.0,10587,7335.0,13711,32471.0,32471,33106.0,46248,6485.0,7024,140000,OU
JNTHMT,JNTUH UNIVERSITY COLLEGE OF ENGG SCI AND TECH  -5 YEAR INTEGRATED MTECH  SELF FINANCE,KUKATPALLY,MDL,COED,SF,1965,CSE,COMPUTER SCIENCE AND ENGINEERING,6190.0,6190,14946.0,14946,10037.0,11074,6190.0,6190,6394.0,10385,11524.0,26133,22122.0,22122,23187.0,29569,8471.0,8471,100000,JNTUH
KMIT,KESHAV MEMORIAL INST OF TECHNOLOGY,NARAYANAGUDA,HYD,COED,PVT,2007,CSE,COMPUTER SCIENCE AND ENGINEERING,6524.0,6524,16130.0,21945,8394.0,11369,20337.0,28661,9098.0,10800,10730.0,16978,33042.0,33042,37759.0,38510,6565.0,7012,103000,JNTUH
GRRR,GOKARAJU RANGARAJU INSTITUTE OF ENGG AND TECH,BACHUPALLY,MDL,COED,PVT,1997,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),6749.0,7432,17466.0,20363,10156.0,10513,6749.0,31078,7890.0,10032,13023.0,22691,26209.0,27776,36373.0,51680,6749.0,7993,130000,JNTUH
KMIT,KESHAV MEMORIAL INST OF TECHNOLOGY,NARAYANAGUDA,HYD,COED,PVT,2007,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),6935.0,7419,17319.0,23916,10986.0,12530,14362.0,52440,10538.0,10544,15557.0,20806,41340.0,42140,49617.0,63717,6935.0,8171,103000,JNTUH
CVRH,CVR COLLEGE OF ENGINEERING,IBRAHIMPATAN,RR,COED,PVT,2001,CSE,COMPUTER SCIENCE AND ENGINEERING,7257.0,7360,21480.0,24635,11130.0,12511,22519.0,39850,10660.0,10660,19834.0,19834,33325.0,33325,33030.0,57330,7530.0,7530,150000,JNTUH
GRRR,GOKARAJU RANGARAJU INSTITUTE OF ENGG AND TECH,BACHUPALLY,MDL,COED,PVT,1997,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),7328.0,8744,17483.0,21549,12610.0,12610,40407.0,40407,10005.0,12779,17268.0,25340,31904.0,37252,40007.0,55807,7328.0,8744,130000,JNTUH
GRRR,GOKARAJU RANGARAJU INSTITUTE OF ENGG AND TECH,BACHUPALLY,MDL,COED,PVT,1997,CSI,COMPUTER SCIENCE AND INFORMATION TECHNOLOGY ,7533.0,9027,31386.0,33506,13381.0,13876,7533.0,9027,13028.0,13869,19595.0,40561,42073.0,60989,49076.0,52386,8027.0,10389,130000,JNTUH
MVSR,M V S R ENGINEERING COLLEGE (AUTONOMOUS),NADERGUL,RR,COED,PVT,1981,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),7620.0,12954,38325.0,38325,17070.0,18190,7620.0,56190,16325.0,18874,22286.0,22286,41344.0,50807,17058.0,58645,11408.0,12954,130000,OU
MVSR,M V S R ENGINEERING COLLEGE (AUTONOMOUS),NADERGUL,RR,COED,PVT,1981,CSI,COMPUTER SCIENCE AND INFORMATION TECHNOLOGY ,7652.0,14777,37282.0,51189,24267.0,24267,7652.0,14777,21546.0,24599,29116.0,53355,69720.0,70788,68718.0,81121,13912.0,14921,130000,OU
MGIT,MAHATMA GANDHI INSTITUTE OF TECHNOLOGY (AUTONOMOUS),GANDIPET,RR,COED,PVT,1997,CSE,COMPUTER SCIENCE AND ENGINEERING,7770.0,10306,18565.0,25570,14980.0,15132,27745.0,27745,12580.0,13066,16473.0,23411,29490.0,34171,39032.0,55599,9101.0,10306,160000,JNTUH
CBIT,CHAITANYA BHARATHI INSTITUTE OF TECHNOLOGY,GANDIPET,RR,COED,PVT,1979,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,7775.0,7899,21055.0,31855,13054.0,15272,27484.0,74712,11236.0,14812,16336.0,19354,32133.0,32133,27816.0,34988,7775.0,9881,140000,OU
KMIT,KESHAV MEMORIAL INST OF TECHNOLOGY,NARAYANAGUDA,HYD,COED,PVT,2007,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),7847.0,8082,19583.0,26726,13144.0,13144,26410.0,26410,10812.0,11997,12893.0,20481,42454.0,45949,53014.0,66776,7847.0,8615,103000,JNTUH
CVRH,CVR COLLEGE OF ENGINEERING,IBRAHIMPATAN,RR,COED,PVT,2001,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),7937.0,8116,22542.0,25932,12386.0,13227,34166.0,34166,12501.0,12540,23835.0,31630,40223.0,42076,39468.0,58402,8434.0,8434,150000,JNTUH
VJEC,V N R VIGNANA JYOTHI INSTITUTE OF ENGG AND TECH,BACHUPALLY,MDL,COED,PVT,1995,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,8386.0,8485,26741.0,28277,12156.0,12678,40117.0,44822,13616.0,13616,19402.0,41305,37511.0,41264,44241.0,49516,9582.0,10135,135000,JNTUH
GRRR,GOKARAJU RANGARAJU INSTITUTE OF ENGG AND TECH,BACHUPALLY,MDL,COED,PVT,1997,CSB,COMPUTER SCIENCE AND BUSINESS SYSTEM,8526.0,10224,21228.0,22026,15122.0,15709,8526.0,10224,12281.0,18276,22952.0,22952,39749.0,43846,45316.0,80872,9448.0,10224,130000,JNTUH
KMIT,KESHAV MEMORIAL INST OF TECHNOLOGY,NARAYANAGUDA,HYD,COED,PVT,2007,INF,INFORMATION TECHNOLOGY,8559.0,9517,23812.0,26986,14602.0,14602,34439.0,34439,11341.0,13006,25125.0,25125,45560.0,51293,62971.0,82582,9246.0,9517,103000,JNTUH
BVRI,B V RAJU INSTITUTE OF TECHNOLOGY,NARSAPUR,MED,COED,PVT,1997,CSE,COMPUTER SCIENCE AND ENGINEERING,8622.0,9680,20685.0,25536,13530.0,14246,26364.0,32434,13431.0,13431,28015.0,37585,39083.0,40652,39794.0,55111,9190.0,9680,135000,JNTUH
GRRR,GOKARAJU RANGARAJU INSTITUTE OF ENGG AND TECH,BACHUPALLY,MDL,COED,PVT,1997,CSA,COMPUTER SCIENCE AND ENGG (ARTIFICIAL INTELLIGENCE),8729.0,9434,24240.0,25796,11103.0,13243,29073.0,29073,12378.0,13016,20738.0,20738,45032.0,68110,67047.0,104372,9747.0,9747,130000,JNTUH
CVRH,CVR COLLEGE OF ENGINEERING,IBRAHIMPATAN,RR,COED,PVT,2001,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),9050.0,9340,27988.0,28375,16452.0,16452,53868.0,53868,14573.0,17222,21058.0,32013,44737.0,45319,42650.0,58280,9050.0,10492,150000,JNTUH
OUCE,O U COLLEGE OF ENGG  HYDERABAD,HYDERABAD,HYD,COED,UNIV,1925,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,9174.0,11981,16733.0,45741,14622.0,17290,47989.0,47989,23559.0,28226,42695.0,52986,35690.0,35690,23406.0,25212,12881.0,17972,50000,OU
GRRR,GOKARAJU RANGARAJU INSTITUTE OF ENGG AND TECH,BACHUPALLY,MDL,COED,PVT,1997,INF,INFORMATION TECHNOLOGY,9201.0,9201,23073.0,23073,15032.0,17061,40422.0,40422,12975.0,16078,21217.0,26845,41473.0,41474,46799.0,58272,9381.0,9671,130000,JNTUH
MGIT,MAHATMA GANDHI INSTITUTE OF TECHNOLOGY (AUTONOMOUS),GANDIPET,RR,COED,PVT,1997,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),9625.0,9625,17533.0,25539,15055.0,15395,9625.0,42876,14893.0,17019,17282.0,17282,35775.0,39834,45641.0,70465,9625.0,10470,160000,JNTUH
VASV,VASAVI COLLEGE OF ENGINEERING,HYDERABAD,HYD,COED,PVT,1981,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,9876.0,10740,25424.0,37489,15332.0,20395,9876.0,22133,16577.0,16629,23913.0,23913,36514.0,45557,44661.0,55803,9876.0,10740,140000,OU
MGIT,MAHATMA GANDHI INSTITUTE OF TECHNOLOGY (AUTONOMOUS),GANDIPET,RR,COED,PVT,1997,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),9893.0,10663,29754.0,34446,18180.0,18180,43994.0,43994,16043.0,17586,19604.0,25948,39774.0,39774,49191.0,49191,9893.0,10663,160000,JNTUH
MGIT,MAHATMA GANDHI INSTITUTE OF TECHNOLOGY (AUTONOMOUS),GANDIPET,RR,COED,PVT,1997,INF,INFORMATION TECHNOLOGY,10008.0,10008,35559.0,35559,18159.0,20197,10008.0,72052,17249.0,18864,25679.0,25679,46773.0,56016,53022.0,53022,11506.0,11506,160000,JNTUH
SNIS,SRINIDHI INSTITUTE OF SCI AND TECHNOLOGY,GHATKESAR,MDL,COED,PVT,1997,CSE,COMPUTER SCIENCE AND ENGINEERING,10097.0,10868,28073.0,38505,18073.0,19049,41405.0,41405,16669.0,17779,27887.0,42469,41491.0,52454,46149.0,59095,10893.0,11588,130000,JNTUH
VMEG,VARDHAMAN COLLEGE OF ENGINEERING,SHAMSHABAD,RR,COED,PVT,1999,CSE,COMPUTER SCIENCE AND ENGINEERING,10377.0,10742,32043.0,37530,18357.0,18357,32580.0,32580,17643.0,17680,24210.0,33556,40168.0,40168,46494.0,56519,10594.0,11256,140000,JNTUH
JNTH,JNTUH UNIVERSITY COLLEGE OF ENGG SCI AND TECH HYDERABAD,HYDERABAD,MDL,COED,UNIV,1965,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,10499.0,11007,27973.0,27973,12133.0,12133,21711.0,21711,18736.0,30766,36168.0,52042,24006.0,25098,21088.0,29804,12328.0,14493,50000,JNTUH
CVRH,CVR COLLEGE OF ENGINEERING,IBRAHIMPATAN,RR,COED,PVT,2001,AIM,ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING,10696.0,11048,26920.0,29852,18988.0,20214,10696.0,11048,14682.0,17928,10696.0,33336,41449.0,72250,68099.0,73628,11121.0,11795,150000,JNTUH
BVRI,B V RAJU INSTITUTE OF TECHNOLOGY,NARSAPUR,MED,COED,PVT,1997,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),10971.0,10971,30996.0,30996,16395.0,16395,46542.0,46542,15998.0,17875,28221.0,38414,47171.0,49899,63564.0,85045,10971.0,11385,135000,JNTUH
MVSR,M V S R ENGINEERING COLLEGE (AUTONOMOUS),NADERGUL,RR,COED,PVT,1981,CSE,COMPUTER SCIENCE AND ENGINEERING,10983.0,11176,34748.0,37132,16645.0,17205,37527.0,37527,17986.0,17986,25272.0,36081,40003.0,40751,19508.0,45984,10983.0,11628,130000,OU
CVRH,CVR COLLEGE OF ENGINEERING,IBRAHIMPATAN,RR,COED,PVT,2001,AID,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,11015.0,11358,31765.0,32338,18632.0,19160,11015.0,11358,15542.0,21304,33090.0,33090,55268.0,56232,62441.0,78899,11499.0,11499,150000,JNTUH
BVRI,B V RAJU INSTITUTE OF TECHNOLOGY,NARSAPUR,MED,COED,PVT,1997,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),11310.0,11340,33232.0,33232,19884.0,19884,11310.0,11340,16745.0,18088,34898.0,61253,50833.0,55324,64091.0,82205,11475.0,11475,135000,JNTUH
VMEG,VARDHAMAN COLLEGE OF ENGINEERING,SHAMSHABAD,RR,COED,PVT,1999,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),11507.0,12173,35725.0,38427,20185.0,21177,58195.0,58195,18119.0,18119,19911.0,34625,46331.0,46852,52385.0,72767,11507.0,12789,140000,JNTUH
GRRR,GOKARAJU RANGARAJU INSTITUTE OF ENGG AND TECH,BACHUPALLY,MDL,COED,PVT,1997,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,11610.0,11610,27280.0,39031,15982.0,15982,30392.0,30392,17606.0,17606,24289.0,49257,42793.0,53699,43294.0,78680,11610.0,11610,130000,JNTUH
MVSR,M V S R ENGINEERING COLLEGE (AUTONOMOUS),NADERGUL,RR,COED,PVT,1981,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),11636.0,12746,37949.0,37949,18539.0,21543,11636.0,12746,20293.0,21102,27670.0,27670,49037.0,57808,24769.0,62741,12086.0,12746,130000,OU
CVSR,ANURAG UNIVERSITY (FORMERLY ANURAG GRP OF INSTNS- CVSR COLL OF ENGG),GHATKESAR,MDL,COED,PVT,2002,CSE,COMPUTER SCIENCE AND ENGINEERING,11653.0,13673,33126.0,33395,20909.0,20909,33372.0,33372,19922.0,20898,29960.0,35020,40863.0,42977,40789.0,53194,13062.0,14044,135000,ANURAG UNIVERSITY
CVRH,CVR COLLEGE OF ENGINEERING,IBRAHIMPATAN,RR,COED,PVT,2001,CSC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),11709.0,11868,30551.0,39343,20130.0,20130,11709.0,16271,16290.0,18393,26360.0,45109,50138.0,50552,47879.0,74007,11709.0,11868,150000,JNTUH
JNKR,JNTUH UNIVERSITY COLLEGE OF ENGINEERING  JAGITIAL (AUTONOMOUS),JAGITIAL,JTL,COED,UNIV,2007,CSE,COMPUTER SCIENCE AND ENGINEERING,11878.0,11878,22198.0,25711,18757.0,18757,57215.0,57215,18528.0,18821,25236.0,25259,30319.0,30319,50409.0,50409,14500.0,15143,50000,JNTUH
VMEG,VARDHAMAN COLLEGE OF ENGINEERING,SHAMSHABAD,RR,COED,PVT,1999,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),12061.0,12709,36482.0,36482,20459.0,21533,12061.0,12709,18871.0,18871,12061.0,51091,55593.0,59375,47756.0,97702,12061.0,12709,140000,JNTUH
SNIS,SRINIDHI INSTITUTE OF SCI AND TECHNOLOGY,GHATKESAR,MDL,COED,PVT,1997,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),12159.0,13323,33384.0,41731,22081.0,22081,41555.0,41555,19060.0,19515,30853.0,43942,46419.0,51866,59833.0,76834,12329.0,13585,130000,JNTUH
KITS,KAKATIYA INSTITUTE OF TECHNOLOGY AND SCI,WARANGAL,HNK,COED,PVT,1980,CSE,COMPUTER SCIENCE AND ENGINEERING,12384.0,15097,29277.0,29277,22642.0,22642,39569.0,39569,19982.0,19984,26430.0,26430,42674.0,44709,53534.0,60965,20161.0,20161,125000,KU
MVSR,M V S R ENGINEERING COLLEGE (AUTONOMOUS),NADERGUL,RR,COED,PVT,1981,CIC,CSE (IoT AND CYBER SECURITY INCLUDING BLOCK CHAIN TECHNOLOGY),12423.0,14736,49197.0,49197,24054.0,33517,92349.0,92349,24265.0,35400,40325.0,50226,63945.0,63953,67810.0,67810,13572.0,14736,130000,OU
CVRH,CVR COLLEGE OF ENGINEERING,IBRAHIMPATAN,RR,COED,PVT,2001,CSB,COMPUTER SCIENCE AND BUSINESS SYSTEM,12426.0,12684,36660.0,36660,24784.0,24784,12426.0,12684,19860.0,19860,19085.0,55856,64336.0,72985,90221.0,115867,12426.0,12882,150000,JNTUH
CVSR,ANURAG UNIVERSITY (FORMERLY ANURAG GRP OF INSTNS- CVSR COLL OF ENGG),GHATKESAR,MDL,COED,PVT,2002,AI,ARTIFICIAL INTELLIGENCE,12555.0,13361,37872.0,46271,23773.0,23773,12555.0,13361,20134.0,30846,36481.0,36481,43114.0,43114,47365.0,47365,14683.0,17790,135000,ANURAG UNIVERSITY
JNTH,JNTUH UNIVERSITY COLLEGE OF ENGG SCI AND TECH HYDERABAD,HYDERABAD,MDL,COED,UNIV,1965,MEC,MECHANICAL ENGINEERING,12617.0,16502,18512.0,66180,17092.0,27648,12617.0,16502,27350.0,29927,54645.0,130198,47261.0,48243,37258.0,39507,17297.0,44793,50000,JNTUH
NGIT,NEIL GOGTE INST OF TECHNOLOGY,KACHIVANI SINGARAM,MDL,COED,PVT,2018,CSE,COMPUTER SCIENCE AND ENGINEERING,12742.0,14195,32912.0,36994,16823.0,16823,54277.0,54277,16522.0,19193,32511.0,32511,56018.0,81090,65479.0,96428,12920.0,14195,90000,OU
CMRK,C M R COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),KANDLAKOYA,MDL,COED,PVT,2002,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),12778.0,16562,37435.0,43386,28303.0,28303,12778.0,16562,22160.0,25090,48672.0,48672,58062.0,61531,87616.0,95132,17636.0,17636,115000,JNTUH
MGIT,MAHATMA GANDHI INSTITUTE OF TECHNOLOGY (AUTONOMOUS),GANDIPET,RR,COED,PVT,1997,CSB,COMPUTER SCIENCE AND BUSINESS SYSTEM,12971.0,13448,33518.0,44258,24277.0,24277,12971.0,13448,18640.0,18640,24740.0,24740,45124.0,48649,54134.0,85773,12971.0,13448,160000,JNTUH
CVRH,CVR COLLEGE OF ENGINEERING,IBRAHIMPATAN,RR,COED,PVT,2001,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,13046.0,13555,34398.0,45420,23712.0,23712,13046.0,74973,24460.0,24460,31265.0,59284,51022.0,58550,53227.0,143654,13724.0,14102,150000,JNTUH
MVSR,M V S R ENGINEERING COLLEGE (AUTONOMOUS),NADERGUL,RR,COED,PVT,1981,INF,INFORMATION TECHNOLOGY,13077.0,14594,49733.0,60160,26977.0,29655,115643.0,115643,25388.0,25752,35932.0,68152,68677.0,68677,69469.0,73413,15283.0,15283,130000,OU
BVRI,B V RAJU INSTITUTE OF TECHNOLOGY,NARSAPUR,MED,COED,PVT,1997,AID,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,13094.0,13697,37888.0,37888,22537.0,22744,20863.0,20863,17118.0,20902,24766.0,59900,58755.0,59224,74534.0,91083,13094.0,13697,135000,JNTUH
SNIS,SRINIDHI INSTITUTE OF SCI AND TECHNOLOGY,GHATKESAR,MDL,COED,PVT,1997,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),13204.0,15391,35614.0,41920,23914.0,24175,53843.0,96951,19845.0,20485,33078.0,51412,50043.0,52404,63267.0,79816,13204.0,15391,130000,JNTUH
IARE,INSTITUTE OF AERONAUTICAL ENGINEERING,DUNDIGAL,MDL,COED,PVT,2000,CSE,COMPUTER SCIENCE AND ENGINEERING,13650.0,13650,38547.0,39709,23582.0,25559,53160.0,53160,22096.0,22646,29103.0,49990,59761.0,59774,59142.0,87503,14464.0,14637,101000,JNTUH
