Inst Code,INSTITUTE NAME,Place,Dist Code,COED,COLLEGE TYPE,YEAR OF ESTB,BRANCH CODE,Branch Name,OC BOYS,OC GIRLS,BC_A BOYS,BC_A GIRLS,BC_B BOYS,BC_B GIRLS,BC_C BOYS,BC_C GIRLS,BC_D BOYS,BC_D GIRLS,BC_E BOYS,BC_E GIRLS,SC BOYS,SC GIRLS,ST BOYS,ST GIRLS,EWS GEN OU,EWS GIRLS OU,TUITION FEE,AFFILIATED
ACEG,A C E ENGINEERING COLLEGE (AUTONOMOUS),GHATKESAR,MDL,COED,PVT,2007.0,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,37595.0,37595.0,86606.0,86606.0,48940.0,66602.0,63173.0,63173.0,61229.0,61229.0,84536.0,88921.0,122443.0,126011.0,136345.0,168603.0,46707.0,46707.0,110000.0,JNTUH
ACEG,A C E ENGINEERING COLLEGE (AUTONOMOUS),GHATKESAR,MDL,COED,PVT,2007.0,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,43862.0,43862.0,153376.0,153376.0,81055.0,92052.0,43862.0,43862.0,79127.0,79127.0,43862.0,93017.0,144076.0,165084.0,116495.0,158921.0,79242.0,80152.0,110000.0,JNTUH
ACEG,A C E ENGINEERING COLLEGE (AUTONOMOUS),GHATKESAR,MDL,COED,PVT,2007.0,INF,INFORMATION TECHNOLOGY,37222.0,37222.0,71638.0,79780.0,52339.0,55330.0,37222.0,37222.0,54764.0,54764.0,95661.0,95661.0,101198.0,117066.0,132870.0,132870.0,39843.0,39843.0,110000.0,JNTUH
ACEG,A C E ENGINEERING COLLEGE (AUTONOMOUS),GHATKESAR,MDL,COED,PVT,2007.0,MEC,MECHANICAL ENGINEERING,60813.0,100014.0,105181.0,129840.0,128798.0,139524.0,103409.0,103409.0,102369.0,155283.0,60813.0,100014.0,160692.0,160692.0,165440.0,168075.0,114752.0,157461.0,110000.0,JNTUH
AITH,ANNAMACHARYA INST OF TECHNOLOGY AND SCI,HAYATHNAGAR,RR,COED,PVT,2005.0,CIV,CIVIL ENGINEERING,174217.0,174217.0,175037.0,175037.0,174719.0,179163.0,174217.0,174217.0,176852.0,176852.0,179253.0,179253.0,174217.0,180072.0,178308.0,178655.0,174217.0,174217.0,75000.0,JNTUH
AITH,ANNAMACHARYA INST OF TECHNOLOGY AND SCI,HAYATHNAGAR,RR,COED,PVT,2005.0,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),72698.0,72698.0,119037.0,159864.0,113285.0,118612.0,72698.0,72698.0,105468.0,105468.0,72698.0,160606.0,166104.0,166104.0,171441.0,171441.0,87633.0,87633.0,75000.0,JNTUH
AITH,ANNAMACHARYA INST OF TECHNOLOGY AND SCI,HAYATHNAGAR,RR,COED,PVT,2005.0,CSE,COMPUTER SCIENCE AND ENGINEERING,54180.0,54180.0,126363.0,126363.0,105635.0,111186.0,91184.0,91184.0,90323.0,101065.0,86020.0,86020.0,162900.0,162900.0,167811.0,167811.0,81523.0,86508.0,75000.0,JNTUH
AITH,ANNAMACHARYA INST OF TECHNOLOGY AND SCI,HAYATHNAGAR,RR,COED,PVT,2005.0,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),88324.0,88324.0,157666.0,164372.0,116015.0,116015.0,88324.0,88324.0,100443.0,101725.0,110411.0,132959.0,165530.0,165530.0,168237.0,168237.0,90458.0,90458.0,75000.0,JNTUH
AITH,ANNAMACHARYA INST OF TECHNOLOGY AND SCI,HAYATHNAGAR,RR,COED,PVT,2005.0,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,57655.0,62625.0,93327.0,158381.0,125519.0,125519.0,57655.0,62625.0,113499.0,113499.0,97211.0,119289.0,170073.0,173152.0,176995.0,178024.0,100432.0,114148.0,75000.0,JNTUH
AITH,ANNAMACHARYA INST OF TECHNOLOGY AND SCI,HAYATHNAGAR,RR,COED,PVT,2005.0,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,48969.0,48969.0,159903.0,159903.0,143280.0,143280.0,48969.0,48969.0,48969.0,161169.0,48969.0,48969.0,170963.0,173746.0,178227.0,178227.0,137986.0,137986.0,75000.0,JNTUH
AITH,ANNAMACHARYA INST OF TECHNOLOGY AND SCI,HAYATHNAGAR,RR,COED,PVT,2005.0,MEC,MECHANICAL ENGINEERING,144258.0,144258.0,144258.0,144258.0,144258.0,156948.0,144258.0,144258.0,144258.0,144258.0,144258.0,144258.0,175674.0,175674.0,180075.0,180075.0,144258.0,144258.0,75000.0,JNTUH
AKIT,ABDULKALAM INST OF TECHNOLOGY AND SCI,KOTHAGUDEM,KGM,COED,PVT,2007.0,AIM,ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING,89631.0,89631.0,149281.0,156794.0,118936.0,179611.0,89631.0,89631.0,167652.0,167652.0,89631.0,105984.0,179823.0,179823.0,170793.0,170793.0,164669.0,164669.0,65000.0,JNTUH
AKIT,ABDULKALAM INST OF TECHNOLOGY AND SCI,KOTHAGUDEM,KGM,COED,PVT,2007.0,CIV,CIVIL ENGINEERING,118114.0,126732.0,172020.0,172020.0,162113.0,162113.0,118114.0,126732.0,171641.0,172938.0,118114.0,176501.0,178243.0,178243.0,180384.0,180384.0,118114.0,126732.0,65000.0,JNTUH
AKIT,ABDULKALAM INST OF TECHNOLOGY AND SCI,KOTHAGUDEM,KGM,COED,PVT,2007.0,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),161769.0,163584.0,161769.0,163584.0,161769.0,179915.0,161769.0,163584.0,173901.0,173901.0,161769.0,163584.0,161769.0,163584.0,161769.0,174129.0,161769.0,163584.0,65000.0,JNTUH
AKIT,ABDULKALAM INST OF TECHNOLOGY AND SCI,KOTHAGUDEM,KGM,COED,PVT,2007.0,CSE,COMPUTER SCIENCE AND ENGINEERING,95816.0,95816.0,149602.0,149602.0,157663.0,163218.0,95816.0,95816.0,161142.0,161142.0,127985.0,127985.0,179789.0,179789.0,167081.0,171055.0,151744.0,151744.0,65000.0,JNTUH
AKIT,ABDULKALAM INST OF TECHNOLOGY AND SCI,KOTHAGUDEM,KGM,COED,PVT,2007.0,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,84678.0,88172.0,109309.0,109309.0,177528.0,177528.0,84678.0,88172.0,173214.0,173214.0,109794.0,109794.0,176754.0,176754.0,134566.0,134566.0,84678.0,107459.0,65000.0,JNTUH
AKIT,ABDULKALAM INST OF TECHNOLOGY AND SCI,KOTHAGUDEM,KGM,COED,PVT,2007.0,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,106045.0,106045.0,173731.0,173731.0,176900.0,176900.0,106045.0,106045.0,177100.0,177100.0,106045.0,140658.0,177060.0,177060.0,167571.0,167571.0,106045.0,106045.0,65000.0,JNTUH
AKIT,ABDULKALAM INST OF TECHNOLOGY AND SCI,KOTHAGUDEM,KGM,COED,PVT,2007.0,MEC,MECHANICAL ENGINEERING,116385.0,116385.0,145359.0,145359.0,179023.0,179023.0,116385.0,116385.0,169383.0,169383.0,168512.0,168512.0,168968.0,168968.0,129946.0,129946.0,116385.0,116385.0,65000.0,JNTUH
AKIT,ABDULKALAM INST OF TECHNOLOGY AND SCI,KOTHAGUDEM,KGM,COED,PVT,2007.0,MIN,MINING ENGINEERING,100180.0,100180.0,171793.0,176811.0,167810.0,167810.0,100180.0,174999.0,152383.0,152383.0,100180.0,100180.0,169397.0,173962.0,169442.0,176344.0,100180.0,100180.0,65000.0,JNTUH
ANRK,ANURAG ENGINEERING COLLEGE AUTONOMOUS,KODAD,SRP,COED,PVT,2001.0,CIV,CIVIL ENGINEERING,70972.0,70972.0,70972.0,70972.0,70972.0,70972.0,70972.0,70972.0,70972.0,70972.0,70972.0,70972.0,179391.0,179391.0,168138.0,168138.0,70972.0,70972.0,90000.0,JNTUH
ANRK,ANURAG ENGINEERING COLLEGE AUTONOMOUS,KODAD,SRP,COED,PVT,2001.0,CSE,COMPUTER SCIENCE AND ENGINEERING,43302.0,43302.0,132459.0,132459.0,97740.0,97740.0,51135.0,51135.0,78315.0,81540.0,48812.0,48812.0,165391.0,165391.0,173513.0,173513.0,81218.0,92112.0,90000.0,JNTUH
ANRK,ANURAG ENGINEERING COLLEGE AUTONOMOUS,KODAD,SRP,COED,PVT,2001.0,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),53905.0,53905.0,142604.0,142604.0,109060.0,109060.0,53905.0,65173.0,88418.0,91498.0,126113.0,126113.0,170092.0,171795.0,176191.0,180106.0,76354.0,76354.0,90000.0,JNTUH
ANRK,ANURAG ENGINEERING COLLEGE AUTONOMOUS,KODAD,SRP,COED,PVT,2001.0,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,66981.0,66981.0,155205.0,159679.0,146482.0,146482.0,93558.0,93558.0,119654.0,119654.0,150473.0,150473.0,176959.0,176959.0,180220.0,180220.0,114534.0,115755.0,90000.0,JNTUH
ANRK,ANURAG ENGINEERING COLLEGE AUTONOMOUS,KODAD,SRP,COED,PVT,2001.0,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,78789.0,78789.0,128988.0,128988.0,161503.0,161503.0,78789.0,78789.0,119666.0,119666.0,78789.0,78789.0,172706.0,179908.0,173121.0,173121.0,159061.0,159061.0,90000.0,JNTUH
ANRK,ANURAG ENGINEERING COLLEGE AUTONOMOUS,KODAD,SRP,COED,PVT,2001.0,INF,INFORMATION TECHNOLOGY,95195.0,95195.0,156451.0,158361.0,138696.0,138696.0,95195.0,95195.0,106123.0,106123.0,145921.0,145921.0,176760.0,176760.0,178671.0,179016.0,109640.0,109640.0,90000.0,JNTUH
ARJN,ARJUN COLLEGE OF TECHNOLOGY AND SCIENCE,BATASINGARAM,RR,COED,PVT,2006.0,CSE,COMPUTER SCIENCE AND ENGINEERING,17855.0,17855.0,99899.0,157922.0,117329.0,120796.0,17855.0,17855.0,104644.0,112889.0,60409.0,81067.0,142748.0,167470.0,166324.0,166324.0,83425.0,107385.0,67000.0,JNTUH
ARJN,ARJUN COLLEGE OF TECHNOLOGY AND SCIENCE,BATASINGARAM,RR,COED,PVT,2006.0,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),91653.0,91653.0,163950.0,163950.0,136296.0,136296.0,91653.0,91653.0,115214.0,115214.0,91653.0,91653.0,166969.0,170711.0,169261.0,180175.0,98286.0,113179.0,67000.0,JNTUH
ARJN,ARJUN COLLEGE OF TECHNOLOGY AND SCIENCE,BATASINGARAM,RR,COED,PVT,2006.0,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,105404.0,105404.0,108702.0,124731.0,143297.0,149768.0,105404.0,110058.0,119519.0,119519.0,105404.0,105404.0,172099.0,173204.0,178030.0,180420.0,121197.0,124984.0,67000.0,JNTUH
ASRA,AVANTHIS SCIENTIFIC TECH AND RESEARCH ACADEMY,HAYATHNAGAR,RR,COED,PVT,2008.0,CIV,CIVIL ENGINEERING,155931.0,155931.0,171278.0,171278.0,155931.0,155931.0,155931.0,155931.0,177183.0,177183.0,155931.0,155931.0,155931.0,155931.0,177696.0,178941.0,155931.0,155931.0,60000.0,JNTUH
ASRA,AVANTHIS SCIENTIFIC TECH AND RESEARCH ACADEMY,HAYATHNAGAR,RR,COED,PVT,2008.0,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),70103.0,70103.0,144925.0,144925.0,132679.0,132729.0,70103.0,70103.0,110841.0,119195.0,110161.0,110161.0,171382.0,172494.0,179141.0,179828.0,107785.0,107785.0,60000.0,JNTUH
ASRA,AVANTHIS SCIENTIFIC TECH AND RESEARCH ACADEMY,HAYATHNAGAR,RR,COED,PVT,2008.0,CSE,COMPUTER SCIENCE AND ENGINEERING,39738.0,39738.0,141510.0,141510.0,112666.0,121938.0,104424.0,104424.0,103180.0,115999.0,151509.0,151509.0,169621.0,169621.0,169035.0,180097.0,83065.0,89804.0,60000.0,JNTUH
ASRA,AVANTHIS SCIENTIFIC TECH AND RESEARCH ACADEMY,HAYATHNAGAR,RR,COED,PVT,2008.0,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),75061.0,100895.0,90059.0,139585.0,132187.0,135702.0,75061.0,100895.0,110088.0,110088.0,91223.0,100895.0,170700.0,172073.0,179438.0,179438.0,94262.0,100895.0,60000.0,JNTUH
ASRA,AVANTHIS SCIENTIFIC TECH AND RESEARCH ACADEMY,HAYATHNAGAR,RR,COED,PVT,2008.0,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,110250.0,110250.0,164329.0,164329.0,136342.0,139384.0,110250.0,110250.0,121109.0,125679.0,121764.0,121764.0,172248.0,172643.0,180184.0,180332.0,122928.0,122928.0,60000.0,JNTUH
ASRA,AVANTHIS SCIENTIFIC TECH AND RESEARCH ACADEMY,HAYATHNAGAR,RR,COED,PVT,2008.0,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,106436.0,106436.0,106436.0,106436.0,149847.0,149847.0,106436.0,147206.0,131256.0,149097.0,153703.0,153703.0,174828.0,178561.0,175028.0,175028.0,143206.0,143206.0,60000.0,JNTUH
ASRA,AVANTHIS SCIENTIFIC TECH AND RESEARCH ACADEMY,HAYATHNAGAR,RR,COED,PVT,2008.0,MEC,MECHANICAL ENGINEERING,142754.0,142754.0,142754.0,142754.0,142754.0,142754.0,142754.0,142754.0,142754.0,142754.0,142754.0,142754.0,142754.0,142754.0,142754.0,142754.0,142754.0,142754.0,60000.0,JNTUH
AURG,AURORAS SCIENTIFIC AND TECHNOLOGICAL INSTITUTE,GHATKESAR,MDL,COED,PVT,2003.0,AIM,ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING,56442.0,56442.0,147220.0,163087.0,98211.0,98211.0,56442.0,64873.0,91199.0,91199.0,158610.0,158610.0,161728.0,167168.0,134628.0,134628.0,80330.0,80330.0,45000.0,JNTUH
AURG,AURORAS SCIENTIFIC AND TECHNOLOGICAL INSTITUTE,GHATKESAR,MDL,COED,PVT,2003.0,CSE,COMPUTER SCIENCE AND ENGINEERING,48141.0,48141.0,115489.0,126923.0,95560.0,95560.0,131219.0,131219.0,77646.0,77646.0,144963.0,146690.0,149192.0,165380.0,162900.0,174614.0,74384.0,74384.0,45000.0,JNTUH
AURG,AURORAS SCIENTIFIC AND TECHNOLOGICAL INSTITUTE,GHATKESAR,MDL,COED,PVT,2003.0,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,51774.0,81271.0,149969.0,149969.0,89487.0,102777.0,51774.0,81271.0,77362.0,94955.0,131489.0,150950.0,161639.0,169426.0,167159.0,167159.0,81631.0,81631.0,45000.0,JNTUH
AURG,AURORAS SCIENTIFIC AND TECHNOLOGICAL INSTITUTE,GHATKESAR,MDL,COED,PVT,2003.0,MEC,MECHANICAL ENGINEERING,90490.0,90490.0,137944.0,149484.0,164731.0,164731.0,90490.0,134541.0,131136.0,144915.0,93460.0,136892.0,177451.0,177519.0,180291.0,180291.0,144313.0,157433.0,45000.0,JNTUH
AVIH,AVANTHI INST OF ENGG AND TECHNOLOGY,HAYATHNAGAR,RR,COED,PVT,2005.0,CSC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),70831.0,70831.0,161782.0,161782.0,125055.0,134160.0,70831.0,70831.0,108844.0,118994.0,125443.0,125443.0,168465.0,171247.0,178833.0,178833.0,98816.0,104082.0,70000.0,JNTUH
AVIH,AVANTHI INST OF ENGG AND TECHNOLOGY,HAYATHNAGAR,RR,COED,PVT,2005.0,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),96903.0,96903.0,130387.0,158189.0,129197.0,130644.0,98104.0,98104.0,116004.0,116004.0,145731.0,145731.0,170645.0,171068.0,177881.0,179768.0,101157.0,105321.0,70000.0,JNTUH
AVIH,AVANTHI INST OF ENGG AND TECHNOLOGY,HAYATHNAGAR,RR,COED,PVT,2005.0,CSE,COMPUTER SCIENCE AND ENGINEERING,75997.0,75997.0,164730.0,164730.0,123240.0,123240.0,108434.0,108434.0,113060.0,117721.0,129921.0,129921.0,169867.0,170742.0,174166.0,177815.0,98279.0,104037.0,70000.0,JNTUH
AVIH,AVANTHI INST OF ENGG AND TECHNOLOGY,HAYATHNAGAR,RR,COED,PVT,2005.0,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),75259.0,75259.0,156441.0,164571.0,128918.0,128918.0,75259.0,75259.0,115623.0,118590.0,75259.0,75259.0,169915.0,170824.0,178087.0,178087.0,98847.0,104270.0,70000.0,JNTUH
AVIH,AVANTHI INST OF ENGG AND TECHNOLOGY,HAYATHNAGAR,RR,COED,PVT,2005.0,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,70943.0,70943.0,159747.0,162449.0,132522.0,134317.0,70943.0,70943.0,120237.0,122792.0,119034.0,119034.0,172031.0,173304.0,179441.0,179441.0,115150.0,115150.0,70000.0,JNTUH
AVIH,AVANTHI INST OF ENGG AND TECHNOLOGY,HAYATHNAGAR,RR,COED,PVT,2005.0,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,100413.0,100413.0,100413.0,133722.0,161627.0,161696.0,100413.0,100413.0,134416.0,134416.0,100413.0,100413.0,173669.0,176476.0,174713.0,176642.0,125535.0,125535.0,70000.0,JNTUH
AVIH,AVANTHI INST OF ENGG AND TECHNOLOGY,HAYATHNAGAR,RR,COED,PVT,2005.0,MEC,MECHANICAL ENGINEERING,59689.0,59689.0,137337.0,137337.0,157595.0,157595.0,59689.0,59689.0,148452.0,148452.0,162228.0,162228.0,177931.0,177931.0,179019.0,179019.0,59689.0,59689.0,70000.0,JNTUH
AVNI,AVN INST OF ENGG TECHNOLOGY (AUTONOMOUS),IBRAHIMPATAN,RR,COED,PVT,2009.0,AID,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,40101.0,65082.0,147622.0,147622.0,89626.0,99526.0,40101.0,100446.0,88336.0,94708.0,158807.0,158807.0,165872.0,169099.0,171744.0,175608.0,76456.0,76456.0,92000.0,JNTUH
AVNI,AVN INST OF ENGG TECHNOLOGY (AUTONOMOUS),IBRAHIMPATAN,RR,COED,PVT,2009.0,CIV,CIVIL ENGINEERING,60739.0,97052.0,135386.0,135386.0,147785.0,155311.0,134032.0,134032.0,134002.0,134002.0,60739.0,163366.0,171127.0,175206.0,136544.0,157350.0,60739.0,97052.0,92000.0,JNTUH
AVNI,AVN INST OF ENGG TECHNOLOGY (AUTONOMOUS),IBRAHIMPATAN,RR,COED,PVT,2009.0,CSC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),66723.0,66723.0,125211.0,163606.0,98197.0,98197.0,66723.0,66723.0,91859.0,101444.0,115225.0,115225.0,161680.0,165490.0,172401.0,173126.0,78617.0,78617.0,92000.0,JNTUH
AVNI,AVN INST OF ENGG TECHNOLOGY (AUTONOMOUS),IBRAHIMPATAN,RR,COED,PVT,2009.0,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),67318.0,67318.0,128664.0,161894.0,98005.0,98295.0,67318.0,83464.0,93899.0,93899.0,159261.0,159261.0,165342.0,166330.0,171483.0,173215.0,77708.0,77708.0,92000.0,JNTUH
AVNI,AVN INST OF ENGG TECHNOLOGY (AUTONOMOUS),IBRAHIMPATAN,RR,COED,PVT,2009.0,CSE,COMPUTER SCIENCE AND ENGINEERING,52454.0,52454.0,111472.0,115914.0,87062.0,87062.0,66733.0,78506.0,80253.0,80253.0,139292.0,139292.0,115236.0,149973.0,154452.0,168103.0,64674.0,64674.0,92000.0,JNTUH
AVNI,AVN INST OF ENGG TECHNOLOGY (AUTONOMOUS),IBRAHIMPATAN,RR,COED,PVT,2009.0,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),55932.0,61570.0,140598.0,150191.0,93427.0,93427.0,91176.0,91176.0,90791.0,92823.0,116460.0,121092.0,146026.0,166321.0,170912.0,176913.0,73399.0,74835.0,92000.0,JNTUH
AVNI,AVN INST OF ENGG TECHNOLOGY (AUTONOMOUS),IBRAHIMPATAN,RR,COED,PVT,2009.0,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,63496.0,72583.0,159262.0,159262.0,106443.0,106443.0,63496.0,72583.0,95925.0,96372.0,146021.0,146021.0,166979.0,172424.0,170375.0,172289.0,85406.0,92946.0,92000.0,JNTUH
AVNI,AVN INST OF ENGG TECHNOLOGY (AUTONOMOUS),IBRAHIMPATAN,RR,COED,PVT,2009.0,MEC,MECHANICAL ENGINEERING,51968.0,51968.0,51968.0,147639.0,141681.0,146627.0,138273.0,138273.0,161522.0,164198.0,161589.0,161589.0,171536.0,175657.0,174344.0,175453.0,155280.0,155280.0,92000.0,JNTUH
BIET,BHARAT INSTITUTE OF ENGG AND TECHNOLOGY,IBRAHIMPATNAM,RR,COED,PVT,2001.0,CIV,CIVIL ENGINEERING,47206.0,47206.0,169024.0,169024.0,172673.0,172673.0,47206.0,47206.0,136372.0,155613.0,173029.0,173029.0,142030.0,176808.0,171698.0,176701.0,135288.0,135288.0,89000.0,JNTUH
BIET,BHARAT INSTITUTE OF ENGG AND TECHNOLOGY,IBRAHIMPATNAM,RR,COED,PVT,2001.0,CSC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),67138.0,68175.0,149564.0,149564.0,109731.0,114801.0,67138.0,68175.0,98099.0,106679.0,154210.0,154210.0,166937.0,166937.0,179451.0,180347.0,74029.0,74029.0,89000.0,JNTUH
BIET,BHARAT INSTITUTE OF ENGG AND TECHNOLOGY,IBRAHIMPATNAM,RR,COED,PVT,2001.0,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),69140.0,69140.0,129318.0,158981.0,110121.0,110121.0,69140.0,111523.0,98923.0,107898.0,154819.0,154819.0,171704.0,171704.0,173349.0,173349.0,79738.0,80132.0,89000.0,JNTUH
BIET,BHARAT INSTITUTE OF ENGG AND TECHNOLOGY,IBRAHIMPATNAM,RR,COED,PVT,2001.0,CSE,COMPUTER SCIENCE AND ENGINEERING,66114.0,66114.0,163351.0,163351.0,103709.0,106851.0,142415.0,142415.0,97645.0,109303.0,164439.0,164439.0,171508.0,171508.0,175885.0,178692.0,83452.0,83452.0,89000.0,JNTUH
BIET,BHARAT INSTITUTE OF ENGG AND TECHNOLOGY,IBRAHIMPATNAM,RR,COED,PVT,2001.0,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),69829.0,69829.0,161268.0,161268.0,112896.0,112896.0,69829.0,77118.0,104081.0,114209.0,150809.0,150809.0,168885.0,171669.0,178501.0,178953.0,82258.0,82258.0,89000.0,JNTUH
BIET,BHARAT INSTITUTE OF ENGG AND TECHNOLOGY,IBRAHIMPATNAM,RR,COED,PVT,2001.0,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,78815.0,78815.0,153604.0,153604.0,129731.0,135750.0,115684.0,115684.0,114690.0,123309.0,154871.0,154871.0,172219.0,174911.0,177346.0,180423.0,101749.0,101749.0,89000.0,JNTUH
